fecha_hora,sensor_id,temperatura_c,humedad_pct
2026-03-03 22:00:00,S01,13.61,68.3
2026-03-03 23:00:00,S01,15.89,64.7
2026-03-04 00:00:00,S01,19.8,57.0
2026-03-04 01:00:00,S01,19.09,61.0
2026-03-04 02:00:00,S01,21.9,57.0
2026-03-04 03:00:00,S01,22.61,56.6
2026-03-04 04:00:00,S01,23.07,51.9
2026-03-04 05:00:00,S01,23.27,53.1
2026-03-04 06:00:00,S01,25.03,48.3
2026-03-04 07:00:00,S01,23.65,50.6
2026-03-04 08:00:00,S01,24.42,53.3
2026-03-04 09:00:00,S01,21.67,54.7
2026-03-04 10:00:00,S01,21.05,55.0
2026-03-04 11:00:00,S01,19.93,58.9
2026-03-04 12:00:00,S01,18.3,61.5
2026-03-04 13:00:00,S01,15.46,61.5
2026-03-04 14:00:00,S01,14.47,
2026-03-04 15:00:00,S01,13.6,68.7
2026-03-04 16:00:00,S01,12.12,70.4
2026-03-04 17:00:00,S01,12.75,67.3
2026-03-04 18:00:00,S01,12.47,71.9
2026-03-04 19:00:00,S01,10.64,70.7
2026-03-04 20:00:00,S01,11.36,64.2
2026-03-04 21:00:00,S01,12.73,65.5
2026-03-04 22:00:00,S01,15.09,59.9
2026-03-04 23:00:00,S01,18.07,63.3
2026-03-05 00:00:00,S01,17.69,62.0
2026-03-05 01:00:00,S01,19.75,57.7
2026-03-05 02:00:00,S01,20.15,49.8
2026-03-05 03:00:00,S01,21.41,50.5
2026-03-05 04:00:00,S01,21.63,54.1
2026-03-05 05:00:00,S01,23.77,46.0
2026-03-05 06:00:00,S01,24.76,52.7
2026-03-05 07:00:00,S01,23.51,51.4
2026-03-05 08:00:00,S01,24.31,50.1
2026-03-05 09:00:00,S01,22.4,53.2
2026-03-05 10:00:00,S01,20.97,52.7
2026-03-05 11:00:00,S01,19.97,53.9
2026-03-05 12:00:00,S01,18.39,53.7
2026-03-05 13:00:00,S01,17.37,61.0
2026-03-05 14:00:00,S01,14.36,66.7
2026-03-05 15:00:00,S01,11.93,68.4
2026-03-05 16:00:00,S01,12.9,66.8
2026-03-05 17:00:00,S01,11.72,66.6
2026-03-05 18:00:00,S01,11.98,69.8
2026-03-05 19:00:00,S01,13.54,59.3
2026-03-05 20:00:00,S01,11.92,65.8
2026-03-05 21:00:00,S01,14.37,63.5
2026-03-05 22:00:00,S01,15.76,61.8
2026-03-05 23:00:00,S01,16.82,62.4
2026-03-06 00:00:00,S01,18.89,58.1
2026-03-06 01:00:00,S01,19.19,58.7
2026-03-06 02:00:00,S01,20.45,60.1
2026-03-06 03:00:00,S01,23.07,56.5
2026-03-06 04:00:00,S01,23.77,53.3
2026-03-06 05:00:00,S01,24.91,53.4
2026-03-06 06:00:00,S01,24.17,55.9
2026-03-06 07:00:00,S01,25.09,50.5
2026-03-06 08:00:00,S01,22.97,48.3
2026-03-06 09:00:00,S01,21.39,57.9
2026-03-06 10:00:00,S01,19.37,55.0
2026-03-06 11:00:00,S01,18.67,64.6
2026-03-06 12:00:00,S01,18.65,64.2
2026-03-06 13:00:00,S01,15.28,62.5
2026-03-06 14:00:00,S01,14.64,61.7
2026-03-06 15:00:00,S01,15.44,61.8
2026-03-06 16:00:00,S01,13.48,66.6
2026-03-06 17:00:00,S01,13.64,70.4
2026-03-06 18:00:00,S01,11.21,66.5
2026-03-06 19:00:00,S01,10.24,74.3
2026-03-06 20:00:00,S01,14.02,59.8
2026-03-06 21:00:00,S01,12.62,71.7
2026-03-06 22:00:00,S01,15.07,64.2
2026-03-06 23:00:00,S01,16.62,62.7
2026-03-07 00:00:00,S01,17.24,60.8
2026-03-07 01:00:00,S01,20.8,58.6
2026-03-07 02:00:00,S01,22.24,54.8
2026-03-07 03:00:00,S01,22.68,58.0
2026-03-07 04:00:00,S01,23.17,46.9
2026-03-07 05:00:00,S01,23.95,48.4
2026-03-07 06:00:00,S01,23.12,48.3
2026-03-07 07:00:00,S01,23.6,53.7
2026-03-07 08:00:00,S01,23.11,47.3
2026-03-07 09:00:00,S01,21.56,62.0
2026-03-07 10:00:00,S01,21.68,54.8
2026-03-07 11:00:00,S01,18.41,63.0
2026-03-07 12:00:00,S01,17.64,57.6
2026-03-07 13:00:00,S01,14.64,65.6
2026-03-07 14:00:00,S01,15.4,65.8
2026-03-07 15:00:00,S01,14.35,63.4
2026-03-07 16:00:00,S01,13.3,66.4
2026-03-07 17:00:00,S01,14.54,69.9
2026-03-07 18:00:00,S01,12.75,71.7
2026-03-07 19:00:00,S01,11.45,71.6
2026-03-07 20:00:00,S01,14.93,70.5
2026-03-07 21:00:00,S01,13.02,61.6
2026-03-07 22:00:00,S01,15.63,64.4
2026-03-07 23:00:00,S01,17.04,60.3
2026-03-08 00:00:00,S01,17.3,65.3
2026-03-08 01:00:00,S01,20.67,59.3
2026-03-08 02:00:00,S01,21.28,58.6
2026-03-08 03:00:00,S01,22.7,51.2
2026-03-08 04:00:00,S01,22.66,54.7
2026-03-08 05:00:00,S01,24.84,53.0
2026-03-08 06:00:00,S01,23.31,55.9
2026-03-08 07:00:00,S01,22.37,50.7
2026-03-08 08:00:00,S01,24.34,48.4
2026-03-08 09:00:00,S01,21.9,54.9
2026-03-08 10:00:00,S01,21.03,59.6
2026-03-08 11:00:00,S01,21.09,57.2
2026-03-08 12:00:00,S01,18.91,
2026-03-08 13:00:00,S01,16.95,55.7
2026-03-08 14:00:00,S01,15.86,62.4
2026-03-08 15:00:00,S01,13.18,68.7
2026-03-08 16:00:00,S01,13.41,67.7
2026-03-08 17:00:00,S01,13.09,61.7
2026-03-08 18:00:00,S01,12.6,71.4
2026-03-08 19:00:00,S01,12.04,
2026-03-08 20:00:00,S01,9.81,70.9
2026-03-08 21:00:00,S01,14.2,69.3
2026-03-08 22:00:00,S01,15.09,59.2
2026-03-08 23:00:00,S01,16.15,61.2
2026-03-09 00:00:00,S01,18.62,61.7
2026-03-09 01:00:00,S01,19.77,58.5
2026-03-09 02:00:00,S01,21.16,54.6
2026-03-09 03:00:00,S01,21.06,55.0
2026-03-09 04:00:00,S01,22.03,53.3
2026-03-09 05:00:00,S01,24.09,53.5
2026-03-09 06:00:00,S01,24.06,50.0
2026-03-09 07:00:00,S01,23.91,53.2
2026-03-09 08:00:00,S01,23.33,45.7
2026-03-09 09:00:00,S01,22.57,56.8
2026-03-09 10:00:00,S01,21.03,62.8
2026-03-09 11:00:00,S01,19.68,59.0
2026-03-09 12:00:00,S01,18.2,59.4
2026-03-09 13:00:00,S01,17.19,59.6
2026-03-09 14:00:00,S01,14.59,67.2
2026-03-09 15:00:00,S01,14.39,63.5
2026-03-09 16:00:00,S01,13.31,64.6
2026-03-09 17:00:00,S01,12.29,62.2
2026-03-09 18:00:00,S01,11.62,70.3
2026-03-09 19:00:00,S01,12.5,67.4
2026-03-09 20:00:00,S01,13.5,66.0
2026-03-09 21:00:00,S01,12.9,67.6
2026-03-09 22:00:00,S01,15.05,62.3
2026-03-09 23:00:00,S01,16.5,62.8
2026-03-10 00:00:00,S01,17.47,57.6
2026-03-10 01:00:00,S01,19.06,58.1
2026-03-10 02:00:00,S01,19.76,56.5
2026-03-10 03:00:00,S01,21.36,49.8
2026-03-10 04:00:00,S01,21.97,50.4
2026-03-10 05:00:00,S01,23.3,50.3
2026-03-10 06:00:00,S01,23.55,50.0
2026-03-10 07:00:00,S01,23.36,52.7
2026-03-10 08:00:00,S01,23.49,50.5
2026-03-10 09:00:00,S01,22.09,53.7
2026-03-10 10:00:00,S01,20.42,55.1
2026-03-10 11:00:00,S01,18.98,50.8
2026-03-10 12:00:00,S01,17.09,61.0
2026-03-10 13:00:00,S01,16.29,60.0
2026-03-10 14:00:00,S01,14.83,64.3
2026-03-10 15:00:00,S01,15.06,62.1
2026-03-10 16:00:00,S01,14.03,67.9
2026-03-10 17:00:00,S01,13.39,66.8
2026-03-10 18:00:00,S01,13.66,68.6
2026-03-10 19:00:00,S01,11.23,72.5
2026-03-10 20:00:00,S01,13.34,65.3
2026-03-10 21:00:00,S01,14.37,67.9
2026-03-10 22:00:00,S01,15.38,64.6
2026-03-10 23:00:00,S01,18.15,56.6
2026-03-11 00:00:00,S01,20.03,56.6
2026-03-11 01:00:00,S01,20.34,56.8
2026-03-11 02:00:00,S01,21.52,58.5
2026-03-11 03:00:00,S01,21.34,53.9
2026-03-11 04:00:00,S01,22.3,58.3
2026-03-11 05:00:00,S01,24.36,52.8
2026-03-11 06:00:00,S01,23.94,44.7
2026-03-11 07:00:00,S01,22.73,49.8
2026-03-11 08:00:00,S01,23.1,54.1
2026-03-11 09:00:00,S01,22.53,48.8
2026-03-11 10:00:00,S01,21.75,55.8
2026-03-11 11:00:00,S01,19.47,61.9
2026-03-11 12:00:00,S01,17.78,59.5
2026-03-11 13:00:00,S01,16.45,66.5
2026-03-11 14:00:00,S01,15.14,68.3
2026-03-11 15:00:00,S01,12.83,67.6
2026-03-11 16:00:00,S01,13.47,66.7
2026-03-11 17:00:00,S01,13.96,66.6
2026-03-11 18:00:00,S01,12.65,69.4
2026-03-11 19:00:00,S01,11.05,65.8
2026-03-11 20:00:00,S01,12.88,67.2
2026-03-11 21:00:00,S01,12.34,63.5
2026-03-11 22:00:00,S01,13.54,65.7
2026-03-11 23:00:00,S01,16.97,60.9
2026-03-12 00:00:00,S01,18.06,54.5
2026-03-12 01:00:00,S01,19.0,54.7
2026-03-12 02:00:00,S01,19.33,56.8
2026-03-12 03:00:00,S01,21.23,61.6
2026-03-12 04:00:00,S01,23.33,47.9
2026-03-12 05:00:00,S01,23.82,51.6
2026-03-12 06:00:00,S01,24.55,47.5
2026-03-12 07:00:00,S01,25.01,48.4
2026-03-12 08:00:00,S01,22.92,55.6
2026-03-12 09:00:00,S01,22.62,54.0
2026-03-12 10:00:00,S01,20.89,56.9
2026-03-12 11:00:00,S01,19.16,59.7
2026-03-12 12:00:00,S01,17.8,62.0
2026-03-12 13:00:00,S01,17.22,54.7
2026-03-12 14:00:00,S01,14.18,66.9
2026-03-12 15:00:00,S01,14.67,64.7
2026-03-12 16:00:00,S01,13.99,67.2
2026-03-12 17:00:00,S01,12.23,71.2
2026-03-12 18:00:00,S01,12.2,69.9
2026-03-12 19:00:00,S01,11.08,72.5
2026-03-12 20:00:00,S01,14.69,
2026-03-12 21:00:00,S01,14.54,66.5
2026-03-12 22:00:00,S01,15.14,64.0
2026-03-12 23:00:00,S01,16.49,62.0
2026-03-13 00:00:00,S01,18.36,63.4
2026-03-13 01:00:00,S01,19.03,57.0
2026-03-13 02:00:00,S01,21.23,53.2
2026-03-13 03:00:00,S01,21.5,50.8
2026-03-13 04:00:00,S01,23.59,50.7
2026-03-13 05:00:00,S01,23.25,55.3
2026-03-13 06:00:00,S01,24.72,44.9
2026-03-13 07:00:00,S01,23.7,52.2
2026-03-13 08:00:00,S01,23.41,44.3
2026-03-13 09:00:00,S01,24.61,48.0
2026-03-13 10:00:00,S01,21.64,55.8
2026-03-13 11:00:00,S01,19.77,55.7
2026-03-13 12:00:00,S01,18.04,56.3
2026-03-13 13:00:00,S01,15.62,
2026-03-13 14:00:00,S01,15.87,66.2
2026-03-13 15:00:00,S01,15.04,68.9
2026-03-13 16:00:00,S01,12.86,72.3
2026-03-13 17:00:00,S01,13.55,68.7
2026-03-13 18:00:00,S01,11.91,70.2
2026-03-13 19:00:00,S01,10.79,73.8
2026-03-13 20:00:00,S01,12.28,65.1
2026-03-13 21:00:00,S01,12.91,64.7
2026-03-13 22:00:00,S01,14.78,68.7
2026-03-13 23:00:00,S01,16.95,64.1
2026-03-14 00:00:00,S01,17.26,63.7
2026-03-14 01:00:00,S01,19.49,58.4
2026-03-14 02:00:00,S01,21.16,52.8
2026-03-14 03:00:00,S01,21.66,51.3
2026-03-14 04:00:00,S01,22.47,56.1
2026-03-14 05:00:00,S01,23.87,54.5
2026-03-14 06:00:00,S01,24.7,46.6
2026-03-14 07:00:00,S01,23.31,49.8
2026-03-14 08:00:00,S01,22.6,52.8
2026-03-14 09:00:00,S01,22.13,56.4
2026-03-14 10:00:00,S01,21.23,54.1
2026-03-14 11:00:00,S01,19.12,55.8
2026-03-14 12:00:00,S01,17.73,63.4
2026-03-14 13:00:00,S01,16.26,64.4
2026-03-14 14:00:00,S01,14.13,63.7
2026-03-14 15:00:00,S01,13.62,64.6
2026-03-14 16:00:00,S01,12.36,71.8
2026-03-14 17:00:00,S01,13.47,63.0
2026-03-14 18:00:00,S01,11.59,68.7
2026-03-14 19:00:00,S01,12.57,69.5
2026-03-14 20:00:00,S01,13.11,67.8
2026-03-14 21:00:00,S01,12.86,70.5
2026-03-14 22:00:00,S01,14.0,60.9
2026-03-14 23:00:00,S01,16.09,62.9
2026-03-15 00:00:00,S01,18.53,60.1
2026-03-15 01:00:00,S01,19.09,59.4
2026-03-15 02:00:00,S01,20.48,58.0
2026-03-15 03:00:00,S01,19.92,53.6
2026-03-15 04:00:00,S01,22.88,57.0
2026-03-15 05:00:00,S01,24.05,52.3
2026-03-15 06:00:00,S01,24.36,52.1
2026-03-15 07:00:00,S01,24.14,49.1
2026-03-15 08:00:00,S01,22.93,53.1
2026-03-15 09:00:00,S01,22.06,57.9
2026-03-15 10:00:00,S01,21.67,54.5
2026-03-15 11:00:00,S01,19.44,58.4
2026-03-15 12:00:00,S01,16.16,63.7
2026-03-15 13:00:00,S01,17.26,56.2
2026-03-15 14:00:00,S01,14.14,65.3
2026-03-15 15:00:00,S01,14.86,66.8
2026-03-15 16:00:00,S01,14.16,64.3
2026-03-15 17:00:00,S01,12.81,67.7
2026-03-15 18:00:00,S01,12.72,67.8
2026-03-15 19:00:00,S01,13.69,61.7
2026-03-15 20:00:00,S01,11.92,71.5
2026-03-15 21:00:00,S01,13.96,62.0
2026-03-15 22:00:00,S01,15.19,65.5
2026-03-15 23:00:00,S01,15.67,63.1
2026-03-16 00:00:00,S01,19.61,56.6
2026-03-16 01:00:00,S01,19.09,58.6
2026-03-16 02:00:00,S01,20.42,58.6
2026-03-16 03:00:00,S01,22.46,55.8
2026-03-16 04:00:00,S01,24.02,49.7
2026-03-16 05:00:00,S01,23.31,51.5
2026-03-16 06:00:00,S01,23.52,49.1
2026-03-16 07:00:00,S01,24.2,46.3
2026-03-16 08:00:00,S01,22.06,56.8
2026-03-16 09:00:00,S01,21.62,51.3
2026-03-16 10:00:00,S01,20.33,54.3
2026-03-16 11:00:00,S01,19.21,59.3
2026-03-16 12:00:00,S01,17.89,56.1
2026-03-16 13:00:00,S01,17.92,61.6
2026-03-16 14:00:00,S01,15.73,60.9
2026-03-16 15:00:00,S01,13.78,62.9
2026-03-16 16:00:00,S01,12.62,66.3
2026-03-16 17:00:00,S01,12.9,65.1
2026-03-16 18:00:00,S01,12.34,69.2
2026-03-16 19:00:00,S01,12.92,71.9
2026-03-16 20:00:00,S01,13.91,68.2
2026-03-16 21:00:00,S01,12.95,69.0
2026-03-16 22:00:00,S01,13.2,65.4
2026-03-16 23:00:00,S01,16.43,61.6
2026-03-17 00:00:00,S01,18.06,60.2
2026-03-17 01:00:00,S01,19.78,57.1
2026-03-17 02:00:00,S01,20.52,56.6
2026-03-17 03:00:00,S01,22.06,50.2
2026-03-17 04:00:00,S01,23.64,56.8
2026-03-17 05:00:00,S01,24.29,46.5
2026-03-17 06:00:00,S01,25.06,48.8
2026-03-17 07:00:00,S01,22.06,56.3
2026-03-17 08:00:00,S01,21.88,
2026-03-17 09:00:00,S01,23.41,54.9
2026-03-17 10:00:00,S01,21.49,50.4
2026-03-17 11:00:00,S01,20.19,54.4
2026-03-17 12:00:00,S01,17.77,53.1
2026-03-17 13:00:00,S01,16.07,65.9
2026-03-17 14:00:00,S01,15.16,
2026-03-17 15:00:00,S01,13.01,65.3
2026-03-17 16:00:00,S01,11.58,71.8
2026-03-17 17:00:00,S01,11.32,70.9
2026-03-17 18:00:00,S01,12.09,71.9
2026-03-17 19:00:00,S01,12.71,69.7
2026-03-17 20:00:00,S01,14.12,68.3
2026-03-17 21:00:00,S01,14.05,64.3
2026-03-17 22:00:00,S01,15.38,63.5
2026-03-17 23:00:00,S01,17.8,62.3
2026-03-18 00:00:00,S01,17.38,63.0
2026-03-18 01:00:00,S01,18.79,61.5
2026-03-18 02:00:00,S01,20.57,53.7
2026-03-18 03:00:00,S01,22.17,50.3
2026-03-18 04:00:00,S01,24.81,45.8
2026-03-18 05:00:00,S01,23.52,50.1
2026-03-18 06:00:00,S01,25.05,48.9
2026-03-18 07:00:00,S01,23.42,48.1
2026-03-18 08:00:00,S01,23.59,50.9
2026-03-18 09:00:00,S01,22.79,54.5
2026-03-18 10:00:00,S01,21.43,57.6
2026-03-18 11:00:00,S01,20.15,54.8
2026-03-18 12:00:00,S01,17.45,62.3
2026-03-18 13:00:00,S01,17.61,56.6
2026-03-18 14:00:00,S01,15.78,61.2
2026-03-18 15:00:00,S01,13.2,67.3
2026-03-18 16:00:00,S01,13.21,65.1
2026-03-18 17:00:00,S01,11.35,67.5
2026-03-18 18:00:00,S01,12.08,69.5
2026-03-18 19:00:00,S01,11.27,66.9
2026-03-18 20:00:00,S01,13.38,
2026-03-18 21:00:00,S01,16.13,62.3
2026-03-18 22:00:00,S01,16.18,64.1
2026-03-18 23:00:00,S01,17.03,63.5
2026-03-19 00:00:00,S01,17.28,61.3
2026-03-19 01:00:00,S01,19.86,55.5
2026-03-19 02:00:00,S01,21.95,56.9
2026-03-19 03:00:00,S01,22.17,54.1
2026-03-19 04:00:00,S01,23.3,49.2
2026-03-19 05:00:00,S01,22.44,53.7
2026-03-19 06:00:00,S01,23.32,50.0
2026-03-19 07:00:00,S01,22.32,45.8
2026-03-19 08:00:00,S01,24.73,46.8
2026-03-19 09:00:00,S01,22.62,51.7
2026-03-19 10:00:00,S01,21.58,53.1
2026-03-19 11:00:00,S01,19.39,53.1
2026-03-19 12:00:00,S01,16.83,60.5
2026-03-19 13:00:00,S01,16.59,63.2
2026-03-19 14:00:00,S01,14.49,61.6
2026-03-19 15:00:00,S01,12.98,68.1
2026-03-19 16:00:00,S01,12.85,61.4
2026-03-19 17:00:00,S01,12.29,69.9
2026-03-19 18:00:00,S01,11.86,67.3
2026-03-19 19:00:00,S01,11.59,65.4
2026-03-19 20:00:00,S01,12.02,72.1
2026-03-19 21:00:00,S01,13.76,67.5
2026-03-19 22:00:00,S01,15.98,65.7
2026-03-19 23:00:00,S01,15.16,65.0
2026-03-20 00:00:00,S01,17.47,61.6
2026-03-20 01:00:00,S01,19.42,56.5
2026-03-20 02:00:00,S01,20.87,56.7
2026-03-20 03:00:00,S01,21.77,53.9
2026-03-20 04:00:00,S01,24.74,47.8
2026-03-20 05:00:00,S01,24.12,50.0
2026-03-20 06:00:00,S01,23.21,48.2
2026-03-20 07:00:00,S01,22.29,53.3
2026-03-20 08:00:00,S01,23.06,53.5
2026-03-20 09:00:00,S01,23.43,52.0
2026-03-20 10:00:00,S01,21.15,56.8
2026-03-20 11:00:00,S01,17.7,59.3
2026-03-20 12:00:00,S01,16.9,61.5
2026-03-20 13:00:00,S01,16.55,62.0
2026-03-20 14:00:00,S01,15.85,68.8
2026-03-20 15:00:00,S01,13.87,62.1
2026-03-20 16:00:00,S01,12.92,73.4
2026-03-20 17:00:00,S01,13.06,65.0
2026-03-20 18:00:00,S01,13.01,66.3
2026-03-20 19:00:00,S01,11.66,70.1
2026-03-20 20:00:00,S01,13.15,68.8
2026-03-20 21:00:00,S01,12.99,67.2
2026-03-20 22:00:00,S01,14.14,66.2
2026-03-20 23:00:00,S01,16.92,65.6
2026-03-21 00:00:00,S01,16.86,69.2
2026-03-21 01:00:00,S01,19.69,58.5
2026-03-21 02:00:00,S01,21.25,57.0
2026-03-21 03:00:00,S01,22.93,52.1
2026-03-21 04:00:00,S01,22.28,58.3
2026-03-21 05:00:00,S01,24.1,50.3
2026-03-21 06:00:00,S01,23.9,52.5
2026-03-21 07:00:00,S01,24.98,46.2
2026-03-21 08:00:00,S01,22.6,45.0
2026-03-21 09:00:00,S01,21.35,61.5
2026-03-21 10:00:00,S01,21.4,57.9
2026-03-21 11:00:00,S01,18.87,61.2
2026-03-21 12:00:00,S01,16.96,58.6
2026-03-21 13:00:00,S01,17.18,56.2
2026-03-21 14:00:00,S01,15.34,63.1
2026-03-21 15:00:00,S01,11.27,70.3
2026-03-21 16:00:00,S01,12.07,70.9
2026-03-21 17:00:00,S01,11.32,69.9
2026-03-21 18:00:00,S01,12.52,71.8
2026-03-21 19:00:00,S01,13.38,67.8
2026-03-21 20:00:00,S01,14.45,66.1
2026-03-21 21:00:00,S01,14.32,68.8
2026-03-21 22:00:00,S01,14.12,63.6
2026-03-21 23:00:00,S01,15.54,64.6
2026-03-22 00:00:00,S01,17.24,59.3
2026-03-22 01:00:00,S01,19.94,54.9
2026-03-22 02:00:00,S01,22.01,58.3
2026-03-22 03:00:00,S01,20.71,59.0
2026-03-22 04:00:00,S01,23.68,52.9
2026-03-22 05:00:00,S01,24.54,53.9
2026-03-22 06:00:00,S01,24.25,51.6
2026-03-22 07:00:00,S01,26.38,51.3
2026-03-22 08:00:00,S01,23.62,48.9
2026-03-22 09:00:00,S01,22.27,53.0
2026-03-22 10:00:00,S01,21.49,55.7
2026-03-22 11:00:00,S01,19.12,55.2
2026-03-22 12:00:00,S01,17.12,59.2
2026-03-22 13:00:00,S01,16.78,58.0
2026-03-22 14:00:00,S01,15.92,65.0
2026-03-22 15:00:00,S01,13.57,65.1
2026-03-22 16:00:00,S01,13.54,67.3
2026-03-22 17:00:00,S01,11.9,70.5
2026-03-22 18:00:00,S01,13.31,66.4
2026-03-22 19:00:00,S01,12.38,68.3
2026-03-22 20:00:00,S01,13.23,67.4
2026-03-22 21:00:00,S01,14.37,66.5
2026-03-22 22:00:00,S01,13.92,69.9
2026-03-22 23:00:00,S01,16.3,59.1
2026-03-23 00:00:00,S01,19.47,57.9
2026-03-23 01:00:00,S01,19.58,53.9
2026-03-23 02:00:00,S01,22.12,57.9
2026-03-23 03:00:00,S01,22.95,47.0
2026-03-23 04:00:00,S01,21.73,54.7
2026-03-23 05:00:00,S01,24.36,49.1
2026-03-23 06:00:00,S01,23.13,50.5
2026-03-23 07:00:00,S01,24.0,52.9
2026-03-23 08:00:00,S01,22.86,54.1
2026-03-23 09:00:00,S01,22.26,50.6
2026-03-23 10:00:00,S01,20.94,56.8
2026-03-23 11:00:00,S01,19.75,58.1
2026-03-23 12:00:00,S01,17.64,58.2
2026-03-23 13:00:00,S01,15.37,59.5
2026-03-23 14:00:00,S01,14.19,
2026-03-23 15:00:00,S01,14.49,67.2
2026-03-23 16:00:00,S01,14.18,67.1
2026-03-23 17:00:00,S01,12.39,66.7
2026-03-23 18:00:00,S01,12.67,71.4
2026-03-23 19:00:00,S01,12.99,77.5
2026-03-23 20:00:00,S01,11.71,69.7
2026-03-23 21:00:00,S01,12.26,70.0
2026-03-23 22:00:00,S01,14.96,62.0
2026-03-23 23:00:00,S01,14.93,62.0
2026-03-24 00:00:00,S01,17.78,65.3
2026-03-24 01:00:00,S01,18.37,66.0
2026-03-24 02:00:00,S01,20.5,55.3
2026-03-24 03:00:00,S01,21.64,52.4
2026-03-24 04:00:00,S01,23.61,48.6
2026-03-24 05:00:00,S01,23.28,50.1
2026-03-24 06:00:00,S01,23.08,52.3
2026-03-24 07:00:00,S01,23.83,47.3
2026-03-24 08:00:00,S01,25.57,46.3
2026-03-24 09:00:00,S01,22.64,55.6
2026-03-24 10:00:00,S01,19.44,57.1
2026-03-24 11:00:00,S01,19.63,55.0
2026-03-24 12:00:00,S01,20.06,53.2
2026-03-24 13:00:00,S01,16.58,65.1
2026-03-24 14:00:00,S01,16.02,59.6
2026-03-24 15:00:00,S01,14.65,64.4
2026-03-24 16:00:00,S01,13.75,69.1
2026-03-24 17:00:00,S01,13.05,68.8
2026-03-24 18:00:00,S01,12.23,69.3
2026-03-24 19:00:00,S01,12.06,69.6
2026-03-24 20:00:00,S01,12.58,65.1
2026-03-24 21:00:00,S01,13.85,63.8
2026-03-24 22:00:00,S01,15.34,
2026-03-24 23:00:00,S01,15.43,55.1
2026-03-25 00:00:00,S01,17.78,58.8
2026-03-25 01:00:00,S01,19.52,57.2
2026-03-25 02:00:00,S01,21.09,54.9
2026-03-25 03:00:00,S01,21.99,53.4
2026-03-25 04:00:00,S01,23.84,51.6
2026-03-25 05:00:00,S01,23.71,52.0
